Company,Price,PriceStartDate,Date Added,InflationAdjustedPrice,Analysis,P or E,Pre2005Flag,PreviousPatents,LatestExpiration,MonthsUntilExpiration,PriceDelta,PercentageE,Net_Income,US Company,IncomeUnknown
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,No change,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,No change,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,UCadditional,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,No change,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,UCadditional,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,UCadditional,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,No change,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,UCadditional,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,No change,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,No change,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2009-10-28,288.2069819701695,UCadditional,P,0,22,2017-07-25,92.0,-0.04370063981454405,0.23076923076923078,9566.53728333048,1.0,0.0
GILEAD,714.37,2018-01-01,2010-03-28,288.2069819701695,NPP,E,0,38,2017-07-25,87.0,-0.04370063981454405,0.23076923076923078,12205.451287109456,1.0,0.0
GILEAD,714.37,2018-01-01,2010-10-28,288.2069819701695,M,E,0,39,2017-07-25,80.0,-0.04370063981454405,0.23076923076923078,12205.451287109456,1.0,0.0
GILEAD,714.37,2018-01-01,2010-10-28,288.2069819701695,ODE,E,0,39,2017-07-25,80.0,-0.04370063981454405,0.23076923076923078,12205.451287109456,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,P:PED,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,P:PED,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,P:PED,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,P:PED,P,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,No change,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,PED,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,PED,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,PED,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2011-08-28,288.2069819701695,PED,E,0,41,2018-01-25,76.0,-0.04370063981454405,0.23076923076923078,13236.929632857162,1.0,0.0
GILEAD,714.37,2018-01-01,2006-02-28,288.2069819701695,I,E,0,12,2017-07-25,136.0,-0.04370063981454405,0.23076923076923078,4135.741869918699,1.0,0.0
GILEAD,710.73,2018-01-01,2012-01-28,286.7384524765298,NPP,E,0,69,2018-01-25,71.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-01-28,286.7384524765298,PED,E,0,69,2018-01-25,71.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,P,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2012-04-28,286.7384524765298,Added to other strength,E,0,71,2018-01-25,68.0,-0.04186695196047604,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,UCadditionalnew,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,UCadditional,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,No change,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,UCadditional,P,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,680.65,2018-01-01,2012-08-28,274.6029120455728,NPP,E,0,99,2018-01-25,64.0,-0.0824177125658101,0.23076923076923078,12423.504023538588,1.0,0.0
GILEAD,710.73,2018-01-01,2013-07-28,286.7384524765298,M,E,0,115,2018-01-25,53.0,-0.04186695196047604,0.23076923076923078,11289.14943750245,1.0,0.0
GILEAD,899.57,2018-01-01,2008-01-28,362.92447159161975,NPP,E,0,6,2018-12-15,130.0,-0.04733141474680264,0.0,7691.895238095238,1.0,0.0
GILEAD,899.57,2018-01-01,2008-02-28,362.92447159161975,No change,E,0,7,2018-12-15,129.0,-0.04733141474680264,0.0,7691.895238095238,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,No change,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,No change,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,No change,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,No change,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,No change,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,P:PED,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,P:PED,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,P:PED,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,P:PED,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,P:PED,P,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,No change,E,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2006-05-28,158.34298232519862,PED,E,0,6,2021-09-09,183.0,-0.08760414777792369,0.0,4135.741869918699,1.0,0.0
GILEAD,392.48,2018-01-01,2007-01-28,158.34298232519862,UCnew,P,0,18,2021-09-09,175.0,-0.08760414777792369,0.0,-3759.9256689791873,1.0,0.0
GILEAD,392.48,2018-01-01,2007-01-28,158.34298232519862,DS/DP,P,0,18,2021-09-09,175.0,-0.08760414777792369,0.0,-3759.9256689791873,1.0,0.0
GILEAD,392.48,2018-01-01,2007-01-28,158.34298232519862,DS,P,0,18,2021-09-09,175.0,-0.08760414777792369,0.0,-3759.9256689791873,1.0,0.0
GILEAD,411.51,2018-01-01,2008-04-28,166.02048679332063,PTAorPTE,P,0,21,2021-09-09,160.0,-0.04336522332881521,0.0,7691.895238095238,1.0,0.0
GILEAD,411.51,2018-01-01,2008-04-28,166.02048679332063,P:PEDExtension,P,0,21,2021-09-09,160.0,-0.04336522332881521,0.0,7691.895238095238,1.0,0.0
GILEAD,411.51,2018-01-01,2008-08-28,166.02048679332063,P:DP/UC,P,0,23,2021-09-09,156.0,-0.04336522332881521,0.0,7691.895238095238,1.0,0.0
GILEAD,411.51,2018-01-01,2008-08-28,166.02048679332063,P:PED,P,0,23,2021-09-09,156.0,-0.04336522332881521,0.0,7691.895238095238,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,P:PED,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,P:PED,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,P:PED,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,P:PED,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,P:PED,P,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,E,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,No change,E,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,PED,E,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-05-28,39.68660612344524,PED,E,0,7,2021-09-09,183.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-12-28,39.68660612344524,NPP,E,0,21,2021-09-09,176.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2006-12-28,39.68660612344524,PED,E,0,21,2021-09-09,176.0,-0.04341608320008082,0.09523809523809523,4135.741869918699,1.0,0.0
GILEAD,98.37,2018-01-01,2008-04-28,39.68660612344524,PTAorPTE,P,0,23,2021-09-09,160.0,-0.04341608320008082,0.09523809523809523,7691.895238095238,1.0,0.0
GILEAD,98.37,2018-01-01,2008-04-28,39.68660612344524,P:PEDExtension,P,0,23,2021-09-09,160.0,-0.04341608320008082,0.09523809523809523,7691.895238095238,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,P:DS/DP,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,P:DS,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,P:DS/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS/UCnew,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,P:DS/DP/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS/DP/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS/DP/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,DS/DP/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
GILEAD,1047.64,2018-01-01,2016-03-28,422.6621534936075,P:DS/DP/UC,P,0,80,2024-07-03,99.0,-0.045068165364502345,0.12972972972972974,76550.04756368248,1.0,0.0
